iter	Passed	Remaining
176	7840	14307
177	7866	14230
178	7879	14130
179	7892	14030
180	7908	13938
181	7925	13848
182	7943	13760
183	7959	13669
184	7977	13583
185	7993	13495
186	8011	13408
187	8026	13321
188	8047	13241
189	8061	13152
190	8077	13067
191	8097	12989
192	8112	12903
193	8128	12821
194	8145	12741
195	8160	12657
196	8174	12572
197	8189	12491
198	8204	12409
199	8222	12334
200	8239	12256
201	8251	12172
202	8268	12097
203	8290	12028
204	8311	11960
205	8335	11896
206	8366	11842
207	8389	11777
208	8411	11711
209	8431	11643
210	8445	11567
211	8463	11496
212	8479	11425
213	8496	11355
214	8513	11284
215	8526	11211
216	8539	11137
217	8557	11069
218	8573	11000
219	8586	10927
220	8603	10860
221	8617	10791
222	8629	10719
223	8646	10653
224	8660	10585
225	8675	10518
226	8690	10451
227	8706	10386
228	8719	10319
229	8735	10254
230	8748	10188
231	8763	10122
232	8779	10060
233	8792	9995
234	8806	9930
235	8821	9868
236	8840	9810
237	8857	9750
238	8879	9696
239	8897	9638
240	8914	9580
241	8934	9525
242	8952	9468
243	8969	9410
244	8983	9350
245	8998	9290
246	9016	9235
247	9034	9180
248	9049	9122
249	9062	9062
250	9073	9001
251	9086	8942
252	9098	8882
253	9112	8825
254	9126	8768
255	9140	8711
256	9152	8654
257	9165	8597
258	9180	8542
259	9194	8487
260	9219	8442
261	9241	8395
262	9263	8347
263	9276	8292
264	9297	8244
265	9314	8194
266	9328	8140
267	9342	8087
268	9356	8034
269	9369	7981
270	9382	7928
271	9396	7876
272	9413	7827
273	9428	7777
274	9443	7726
275	9464	7681
276	9486	7637
277	9503	7589
278	9524	7544
279	9544	7499
280	9568	7456
281	9588	7412
282	9612	7370
283	9628	7323
284	9643	7274
285	9656	7225
286	9669	7176
287	9682	7127
288	9698	7080
289	9712	7033
290	9728	6986
291	9741	6938
292	9758	6894
293	9778	6851
294	9792	6804
295	9804	6756
296	9816	6709
297	9830	6663
298	9842	6616
299	9854	6569
300	9865	6522
301	9878	6476
302	9891	6430
303	9903	6385
304	9914	6338
305	9928	6294
306	9941	6249
307	9952	6204
308	9966	6160
309	9977	6115
310	9990	6071
311	9999	6025
312	10011	5981
313	10024	5938
314	10038	5895
315	10049	5851
316	10064	5809
317	10077	5767
318	10089	5724
319	10100	5681
320	10111	5638
321	10123	5596
322	10135	5554
323	10148	5512
324	10161	5471
325	10173	5429
326	10188	5390
327	10200	5349
328	10211	5307
329	10226	5268
330	10242	5229
331	10260	5192
332	10280	5155
333	10297	5117
334	10319	5082
335	10334	5044
336	10351	5006
337	10371	4970
338	10384	4931
339	10397	4892
340	10413	4855
341	10428	4817
342	10440	4779
343	10453	4740
344	10467	4702
345	10478	4663
346	10491	4625
347	10501	4587
348	10516	4550
349	10529	4512
350	10542	4475
351	10553	4437
352	10565	4399
353	10577	4362
354	10591	4326
355	10603	4289
356	10617	4252
357	10632	4217
358	10645	4181
359	10663	4146
360	10677	4111
361	10695	4077
362	10709	4042
363	10722	4006
364	10735	3970
365	10750	3936
366	10764	3901
367	10776	3865
368	10787	3829
369	10798	3794
370	10808	3758
371	10820	3723
372	10829	3687
373	10839	3651
374	10850	3616
375	10860	3581
376	10871	3546
377	10882	3512
378	10892	3477
379	10904	3443
380	10914	3408
381	10926	3375
382	10941	3342
383	10953	3308
384	10964	3275
385	10978	3242
386	10992	3209
387	11004	3176
388	11017	3143
389	11029	3110
390	11041	3077
391	11050	3044
392	11061	3011
393	11071	2978
394	11080	2945
395	11089	2912
396	11099	2879
397	11109	2847
398	11121	2815
399	11130	2782
400	11140	2750
401	11150	2718
402	11161	2686
403	11171	2654
404	11180	2622
405	11191	2591
406	11200	2559
407	11209	2527
408	11219	2496
409	11229	2465
410	11241	2434
411	11251	2403
412	11263	2372
413	11278	2342
414	11289	2312
415	11301	2282
416	11317	2252
417	11330	2222
418	11342	2192
419	11354	2162
420	11365	2132
421	11373	2102
422	11384	2072
423	11394	2042
424	11405	2012
425	11415	1983
426	11426	1953
427	11436	1923
428	11446	1894
429	11455	1864
430	11465	1835
431	11475	1806
432	11484	1777
433	11493	1747
434	11502	1718
435	11510	1689
436	11518	1660
437	11527	1631
438	11536	1603
439	11547	1574
440	11557	1546
441	11566	1517
442	11576	1489
443	11588	1461
444	11599	1433
445	11608	1405
446	11620	1377
447	11630	1349
448	11641	1322
449	11651	1294
450	11662	1267
451	11672	1239
452	11682	1212
453	11690	1184
454	11699	1157
455	11708	1129
456	11717	1102
457	11726	1075
458	11730	1047
459	11740	1020
460	11748	993
461	11756	967
462	11764	940
463	11772	913
464	11780	886
465	11788	860
466	11797	833
467	11806	807
468	11815	780
469	11823	754
470	11831	728
471	11839	702
472	11846	676
473	11854	650
474	11862	624
475	11870	598
476	11878	572
477	11886	547
478	11894	521
479	11902	495
480	11910	470
481	11917	445
482	11924	419
483	11932	394
484	11939	369
485	11946	344
486	11953	319
487	11960	294
488	11966	269
489	11974	244
490	11981	219
491	11988	194
492	11995	170
493	12002	145
494	12009	121
495	12017	96
496	12024	72
497	12033	48
498	12040	24
499	12050	0
49
498	12445	24
499	12453	0
7	12929	51
498	12937	25
499	12945	0
3
498	13231	26
499	13240	0
4890	150
495	14901	120
496	14912	90
497	14924	59
498	14933	29
499	14944	0
15703	31
499	15717	0
98	17837	35
499	17848	0
544
492	33530	476
493	33571	407
494	33617	339
495	33663	271
496	33703	203
497	33740	135
498	33783	67
499	33829	0
