iter	RMSE
245	0.2618547604
246	0.2599694556
247	0.2584996401
248	0.257500713
249	0.2559728819
250	0.2551542833
251	0.2539360296
252	0.2527549064
253	0.2512820877
254	0.2500783931
255	0.2489790781
256	0.2478203345
257	0.2469290294
258	0.2458036489
259	0.2441590259
260	0.2431537674
261	0.2419993913
262	0.2411018079
263	0.2399518856
264	0.2390641056
265	0.237625807
266	0.2363100054
267	0.2354333735
268	0.2341375452
269	0.2336514585
270	0.2323624962
271	0.231820535
272	0.2305797842
273	0.2294508006
274	0.2282754249
275	0.2271421882
276	0.2263316934
277	0.2249122073
278	0.2242064991
279	0.2234539611
280	0.2222190838
281	0.221727254
282	0.2209706095
283	0.2201982539
284	0.2195582638
285	0.2186888239
286	0.2179480124
287	0.2171185054
288	0.2154572742
289	0.214632263
290	0.2136482404
291	0.2128129768
292	0.2118260888
293	0.2102203275
294	0.2095160453
295	0.2082442414
296	0.2075149714
297	0.2068497726
298	0.2059544325
299	0.205149109
300	0.2044146895
301	0.2035818514
302	0.2027321009
303	0.20220085
304	0.2015320447
305	0.2003835432
306	0.1997537762
307	0.198688575
308	0.1972852802
309	0.1961959993
310	0.195382396
311	0.1945403211
312	0.1939561368
313	0.1928324585
314	0.1920244177
315	0.1910103133
316	0.1900478855
317	0.189087646
318	0.1881297782
319	0.1873455351
320	0.1870247396
321	0.186071444
322	0.1852828165
323	0.1843282613
324	0.1837073681
325	0.1828953418
326	0.1825225662
327	0.1815727968
328	0.1802590782
329	0.1798593346
330	0.1790645483
331	0.1784739846
332	0.1777968634
333	0.176988008
334	0.1760920521
335	0.1753805709
336	0.1743502557
337	0.1736578547
338	0.1732166467
339	0.1727634637
340	0.1720172186
341	0.1714525507
342	0.1707855943
343	0.1702009527
344	0.1695698675
345	0.1690070611
346	0.168246433
347	0.1678770756
348	0.16733407
349	0.1670299368
350	0.1665996707
351	0.1659372726
352	0.1655144268
353	0.1648640639
354	0.1641180577
355	0.1631279705
356	0.1626670556
357	0.1617203325
358	0.1610763538
359	0.1608584899
360	0.1601157752
361	0.1592903702
362	0.158276129
363	0.157449088
364	0.1570658874
365	0.1566515838
366	0.1554481413
367	0.1547366252
368	0.1541403318
369	0.1537579586
370	0.153015809
371	0.1524587575
372	0.1517447524
373	0.1514443487
374	0.1507873342
375	0.1500791248
376	0.1493747503
377	0.1489452817
378	0.148435992
379	0.147654676
380	0.1471152907
381	0.1466765443
382	0.1460751379
383	0.1456478479
384	0.1449737989
385	0.1441897965
386	0.1437450936
387	0.1433420358
388	0.1427852413
389	0.1424788997
390	0.1416500602
391	0.1410942421
392	0.1405507447
393	0.1398723184
394	0.139506139
395	0.1388789835
396	0.1380910435
397	0.1377664869
398	0.1372617066
399	0.1365049964
400	0.1355852511
401	0.1351694008
402	0.134690187
403	0.1343583561
404	0.1335050997
405	0.1331474256
406	0.132938176
407	0.132194108
408	0.1318166535
409	0.1314223958
410	0.1308536726
411	0.1304031459
412	0.129735889
413	0.1288269807
414	0.1282827485
415	0.1280343564
416	0.1275786707
417	0.1272570343
418	0.1268372709
419	0.1265209834
420	0.1259714638
421	0.1253305555
422	0.1249572459
423	0.124508214
424	0.1238331825
425	0.1232608438
426	0.1227148378
427	0.1223317968
428	0.1219534955
429	0.1214513861
430	0.1211410113
431	0.1208503093
432	0.1202924762
433	0.1196548368
434	0.1193556045
435	0.1190510145
436	0.1187641129
437	0.1183178872
438	0.1175689923
439	0.1167055158
440	0.1160852111
441	0.1153075321
442	0.1145946708
443	0.1139491415
444	0.1133657104
445	0.1130709413
446	0.1126079319
447	0.1123622548
448	0.1118529761
449	0.1115344874
450	0.1110092478
451	0.110398842
452	0.1101240229
453	0.1095389067
454	0.1092238288
455	0.108847565
456	0.1084870474
457	0.1082169136
458	0.1081159283
459	0.1073550897
460	0.1069377366
461	0.106455913
462	0.1058783875
463	0.1055286494
464	0.1052007459
465	0.1042540474
466	0.1037488253
467	0.103226867
468	0.1025966678
469	0.1022815302
470	0.1019989492
471	0.1013262275
472	0.1010529964
473	0.1004114198
474	0.0999731952
475	0.0993327456
476	0.09861983065
477	0.09807282978
478	0.09770979096
479	0.09715915711
480	0.09690588238
481	0.09638595628
482	0.09599991219
483	0.09574801576
484	0.09530177729
485	0.09490044845
486	0.09454088774
487	0.09407275986
488	0.09367668333
489	0.09320979782
490	0.09284865023
491	0.09234594153
492	0.09192347824
493	0.09138274371
494	0.09089704632
495	0.09034222141
496	0.09008783672
497	0.08974329095
498	0.08939280425
499	0.08904706649
78
499	0.08461737194
7237268071
499	0.07208327655
6085740215
498	0.06045168133
499	0.06030612879
3601623
498	0.03513262773
499	0.03493634228

496	0.02100740667
497	0.02087606933
498	0.02076820935
499	0.02058966693
464
498	0.00997849542
499	0.009931649818
6692057
492	0.00334811078
493	0.003312573781
494	0.003308536173
495	0.003301221261
496	0.003292727542
497	0.003250261068
498	0.003206363379
499	0.00316020053

487	0.0002948914308
488	0.0002932639643
489	0.0002894854704
490	0.0002837490788
491	0.0002808322101
492	0.0002752899163
493	0.0002704915011
494	0.0002670043467
495	0.0002626981507
496	0.0002584827194
497	0.0002561366393
498	0.000251054643
499	0.0002478842216
